TWEETS	SENTIMENTS
Last time i choose @VirginAtlantic to fly!! Missed my flight toNYCand the rebooking fee costs as much as3 new tickets.Whats wrong with them	negative
See my interview with @VirginAtlantic CEO Craig Kreeger on Virgin’s newest 787 and more @TravelPulse http://t.co/VSiMCF2Zwr	positive
RT @RepKBrooks: Dear Sir @richardbranson,The @VirginAtlantic Clubhouse @HeathrowAirport is amazing. Excellent staff with excellent servic…	positive
Dear Sir @richardbranson,The @VirginAtlantic Clubhouse @HeathrowAirport is amazing. Excellent staff with excellent service. True Spirit.	positive
@VirginAtlantic why is it taking so long to be charged for a flight change I made?	negative
@VirginAtlantic  #letitfly I got Miami this week!!  I forgot to enter it last week :*(	negative
I wish @VirginAtlantic would hurry up &amp; charge me for my flight change before I spend the money!!	negative
@VirginAtlantic congrats on returning to profit this year! Long may it and high levels of service continue!	positive
@VirginAtlantic Thats great I didnt know weather I should have added Christine as the flight is to the US and if they would question that	neutral
@richardbranson well said! Can't wait for my @VirginAtlantic flight in two weeks!!!	positive
@Delta and @VirginAtlantic, title sponsors of our #Innovation conference: http://t.co/4nmXCIacw9 #BABC15	neutral
RT @OlivierAwards: .@VirginAtlantic Best New Play #oliviers nominees: http://t.co/3IaHPjX67T	positive
@VirginAtlantic do you have a number please?	neutral
@VirginAtlantic quick question please! z class tickets is it possible to move travel dates by a couple of weeks and how much would it cost?	neutral
RT @DESASoccer: Arrived at airport ready to check in @VirginAtlantic #HowWeRoll http://t.co/zSGwvywv2y	neutral
@VirginAtlantic i put a name down on a booking as Laura Bradley,name on Passport(in pic)should i have added Christine http://t.co/IsapqNMgMz	neutral
@VirginAtlantic Ha, if the trip wasn't costing me an arm and a leg already, I would do that. Maybe s	negative
RT @parlotones: Today we jet off to the UK &amp; Ireland with @JustinSerrao, gonna be great! Thanks to @VirginAtlantic for support. http://t.co…	positive
@VirginAtlantic is expecting a significant boost to earnings in 2015 http://t.co/UXcxPEBhID	positive
@JasonCritic @VirginAtlantic @TheMayFairHotel @SharonHorgan That was big fun. Thanks Jason.	positive
RT @B787fans: Delivery flight of @VirginAtlantic #4 G-VZIG is earlier than expected. Due at LHR in 3.5 hours http://t.co/cY8lYSq0BS	positive
RT @BQLive: Branson is optimistic as @VirginAtlantic records first profit since 2011.http://t.co/DZR4snHfr2 http://t.co/zA2WRlAjsU	positive
@OWSdigital @VirginAtlantic yey your back home☺️❤️	positive
Pack your bag for a chance to win flights to your @VirginAtlantic dream destination (T&amp;Cs apply) #letitfly http://t.co/x2AaNNwt9Y	neutral
@OWSdigital @VirginAtlantic Yey we got our Oritsé back 😜	positive
▃ ▅ Jus wana say a massive ThankU to the @VirginAtlantic crew for always looking after me and a continued great service ▅ ▃	positive
Branson is optimistic as @VirginAtlantic records first profit since 2011.http://t.co/DZR4snHfr2 http://t.co/zA2WRlAjsU	positive
@JasonCritic @VirginAtlantic @TheMayFairHotel @robdelaney thanks for having us!	positive
@EmBuxton @VirginAtlantic @Miami_ePrix Wise choice!	positive
another super shoot for @VirginAtlantic - thanks @TheMayFairHotel and what fun with @RobDelaney and @SharonHorgan talking #Catastrophe	positive
Can't wait to go on honeymoon in Oct. Flying @VirginAtlantic too, which will hopefully ease flying anxiety. I'm the worst to sit next to.	neutral
RT @KnowledgeBrief: @AXAUK @PentlandBrands @VirginAtlantic &amp; more hear from Victor Newman about how to build an #Innovation Culture http://…	neutral
@AXAUK @PentlandBrands @VirginAtlantic &amp; more hear from Victor Newman about how to build an #Innovation Culture http://t.co/r8zzE1XiEt	neutral
Just got a call from @VirginAtlantic to see if I needed anything before my flight on Sunday. Never had that before. Great customer service.	positive
Long time since I've flown @VirginAtlantic - back in #SuperAguriF1 days. @Miami_ePrix here we come 👍	neutral
Landed at #ATL @Atlanta_Airport @Delta #DL1119	neutral
Hey @Delta 1 flight delayed 5 hrs for mechanical probs...it happens. flight you put me on delayed for same? Doesn't inspire confidence.	negative
@Delta @ghostly @ghostlysongs Er, wrong song! "Opening Hours". Of all people, I should know that. #fail	negative
@Delta @DeltaAssist when is the next flight from Atlanta Georgia to Boston Ma because I'm gonna miss the 4:29pm one	neutral
RT @DeltaNewsroom: Chop this! RT @SunTrustPark: @Braves, @Delta agree to partnership beginning in 2017, featuring a Delta SKY360 Club http:…	positive
Chop this! RT @SunTrustPark: @Braves, @Delta agree to partnership beginning in 2017, featuring a Delta SKY360 Club http://t.co/99Ia1ihHlG	positive
Sitting on @Delta flight to PDX and hearing @ghostly's "Opening Night" by Broker/Dealer. Nice way to start a work trip for @ghostlysongs.	positive
Plane delayed still stuck in Daytona Beach should have been arriving in Atlanta Georgia soon update @Delta @DeltaAssist	negative
I was just on hold with @Delta for a Goddamn hour. Trained monkeys would be more effective than their operators.	negative
Love this! RT @SunTrustPark: @Braves, @Delta agree to partnership beginning in 2017, featuring a Delta SKY360 Club http://t.co/PZFnnQ9Nxo	positive
Thanks to the flight attendant on @Delta #428 (Andrea) who hooked me up with an exit row seat! #legroom http://t.co/ATdQ76pSAk	positive
#props to Karlene, a call center rep at @Delta, who just made one of the most complicated booking issues completely do-able.	positive
@dsmyxe @AirCanada @Delta I’ll check their prices on international flights.	neutral
RT @GPokossi: @Delta, I've been dreaming of going to Thailand! #DeltaCupContest http://t.co/yFuchtmMSe	neutral
A great agent starts the flight out right! Grazie Guiseppe in @sacto airport @DeltaAssist @delta	positive
RT @SunTrustPark: The @Braves and @Delta agree to partnership beginning in 2017 in #SunTrustPark, featuring the new Delta SKY360 Club: http…	positive
Clearly, it's gone and we won't get it back, but that doesn't mean I'm not disappointed in the "help" I received from @DeltaAssist @Delta.	negative
(4/4) effort with ONLY an automated system to "help" when allowing me to speak to a person could have easily resolved. @Delta @DeltaAssist	negative
(3/4) but nobody would walk on to get it for me. I'm disappointed in a lack of urgency and ....  @Delta @DeltaAssist http://t.co/y5ouRLANUI	negative
(2/4) (@Delta) plane was still AT GATE &amp; someone couldn't walk onto flight to get it for me. I told them exactly where it was.	negative
(1/4) Hate to say it, but disappointed in @Delta. Called &amp; submitted online less than 1hr of leaving Kindle on plane. http://t.co/kgwKDzHe2Z	negative
@Delta your rep just hung up on me.  I just want to make sure I am sitting by my wife.  Is that a crazy request? #badcustomerservice	negative
RT @emilyjedmonds: @ATT CEO of Mobile &amp; Business Solutions, Ralph de la Vega still representing on the cover of @Delta @InsideSKY! http://t…	neutral
“@MDKLaw_Bellevue: More signs that competition is good for travelers flying out of #seatac http://t.co/RNyz1FWVyV”  I still prefer @Delta	positive
@SunTrustPark @Braves @Delta Congratulations on a venue I’ll never be able to afford to get in	positive
RT @greycroftvc: .@jayyeh thinks @delta 's party plane to #SXSW is a great opportunity for them to try to gain market share via @adage http…	positive
@VG214 @Delta Try using @DeltaAssist	neutral
@ericscarson @FoxNews @AmericanAir sad but true...since the merger, they suck...not as bad as @Delta thankfully.	negative
@Delta and @united have both recently banned lithium cell cargo shipments on its flights. #avgeek #AviationSafety	neutral
.@jayyeh thinks @delta 's party plane to #SXSW is a great opportunity for them to try to gain market share via @adage http://t.co/683oLlgN0a	positive
This @Delta flight captain's name is Jack	neutral
RT @peidsvold: Bravo @AimiaInc for donating 1,000,000 @Delta Sky Miles to @MakeAWish Minnesota!  A new on-time donation record!  #CSR #Prou…	positive
@Delta Can you beam some at your website servers, please?	negative
Daddy's Home!!  Thx @Delta http://t.co/yHrmWfiwJ3	positive
Airline jokes: "the fare quoted earlier of $918.40 (USD) has changed. The new fare for this itinerary is $3945.40 (USD)." @Delta @KAYAK	negative
.@delta is crushing this legroom game. https://t.co/9efsrcICHV	negative
RT @futuretechllc: “@Delta: cell towers beaming Internet to our planes while they travel at 500+ mph. #Nerdifly http://t.co/0ONHneC6sJ” @Dr…	positive
Excited to fly on @Delta for the first time.  Hopefully it'll be an improvement from @AmericanAir	positive
Dear @delta. No seat assignment. No ability to use my Delta app for check in. Twice in one trip. No one answers the 800#. So, thanks.	negative
@Delta Honor Guard: https://t.co/3UAkwoCwVk via @YouTube #PawSalute to this hero and his #MWD who died defending our freedom.	positive
How is one considered for being on @Delta 's Elite Services team! Time is precious ~ leave a lasting impression!	neutral
@Delta @DeltaAssist hour delay bc of a refueling error? Who's compensating us for our lost time?	negative
@Atlanta_Airport needs to get moving at gate A26. 15 ppl standing around to clean up 5 gallons of gas for 45 min??? @Delta @DeltaAssist	negative
The lack of interest in going the extra mile shows.  @Delta DTW	neutral
Trying to book tickets for 22 for ICDC is the hardest part of our officers and advisors day today #DECAproblems #DECAICDC @Delta	negative
Flight attendant ingenuity at @Delta. Condensation will not trouble our flight!	negative
@delta you are letting me down as a customer no hospitality anymore so sad	negative
A stop on our LA taco crawl, @MariscosJalisco, was featured in @Delta's March Sky Magazine! @Brockster310 @InsideSKY http://t.co/EHwRyQCQHB	positive
@jeffylenium @Delta too cute ❤	positive
RT @SteeleStreet: Do you know where to credit flights on @delta? Let's examine alternative mileage programs for #Delta passengers http://t.…	neutral
Bruh the flight attendant looks like a Ukrainian Scott Disick. I'm finna to ask for a pic. @DeltaAssist @delta #bestflightever	positive
@Delta &amp; #UTA bringing #Hollywood to @sxsw in party fashion | http://t.co/06l4w5oRds @UTAFoundation #SXSW #SXSW2015	neutral
@Delta #DL1119 on @FlightAware!http://t.co/MrBtniDhok	neutral
@Delta You've definitely up'd your flights and made them much more enjoyable but please rethink your @Gogo pricing and I'll be sold for good	positive
Headed to Atlanta! MSY ➔ ATL @Delta #DL1119http://t.co/JcKuEJKFCr	neutral
RT @KYR_SP33DY: Delta Airlines can suck on the thickest cock possible.  @DeltaAssist @Delta Why did you steal my shoes? :(	negative
@TheJoeLynch @Delta 🎶 Cause we're Delta Airlines and life is a fucking nightmare🎶  @mulaney	negative
Do you know where to credit flights on @delta? Let's examine alternative mileage programs for #Delta passengers http://t.co/HXLeA9MzYc	neutral
UPDATE: @Delta is really bad at updates, 2.5 hours into my captivity and no known info in sight. 6271.	negative
RT @WWEArmstrong: Special Thanks to @Delta and #LarryTheDriver for the ride in the @Porsche from gate to gate for my tight connection here …	positive
Way to go @Delta no running water or bathroom services on my FULL flight	negative
@itsAdam @Kraft @ryancduff @Delta this is turning into a LOST spin-off...THE DIVOT. Pitching from my phone now, green-light before we depart	neutral
Special Thanks to @Delta and #LarryTheDriver for the ride in the @Porsche from gate to gate for my tight connection here in ATL! #Blessed	positive
.@TheJoeLynch @Kraft @ryancduff @Delta  I'm on the flight too. I'm just waiting for the cast of Lost to board the plane. #oy #divot #sxsw	neutral
RT @IMChristineComm: .@Delta I appreciate u helping me not return to #ROC but maybe an actual update on 6271 would be peaches.	neutral
.@Delta I appreciate u helping me not return to #ROC but maybe an actual update on 6271 would be peaches.	neutral
RT @DallasMarks: "You're 7 out of 8 on the upgrade list and there's 6 first-class seats available". Singin' the @Delta Blues, sigh. #BI2015	negative
You're 7 out of 8 on the upgrade list and there's 6 first-class seats available. Singin' the @Delta Blues, sigh. #BI2015	negative
RT @colbyjansenXXX: @AthenaAddams @Delta size doesn't matter, it'll get you there! 😂😂😂	neutral
Just spent an hour on the phone with @Delta, but we got our layover extended which should mean a smoother trip. 3 days away! #SB2K15	neutral
RT @itsAdam: Our @Delta plane is stuck in a pothole and we appear to have a bystander enjoying our attempts to get out. #LAX #SXSW http://t…	negative
The phrase "Thank You for your patience" seems to only create the opposite effect...my desire to RageRoundHouse everything in sight. @Delta	negative
RT @tmaxon: Does A4A  support @United, @Delta @AmericanAir on the Gulf carriers’ case? We're not sure | @dallasnews http://t.co/VsHUoOxVZB	neutral
@Delta great job getting me back in #vegas early.  #appleton to #vegas	positive
@PaladorBenjamin @Delta Little time is more wasted than waiting at airport gates for planes...	negative
Does A4A  support @United, @Delta @AmericanAir on the Gulf carriers’ case? We're not sure | @dallasnews http://t.co/VsHUoOxVZB	neutral
@GraceLauryn @serenawilliams @Delta waaaaa 😍 i am just booking a flight to LA now ✈️	positive
@TheJoeLynch @MovieCrypt @drafthouse @Delta if need be, I can do a mean Joe Lynch impression, but YOU BETTER GET HERE!	neutral
My awesome @Delta crew taking good care of me on my way home from the #WFFConf15! #CVG bound!	positive
Bag 3 of 3 made its way home and NOW my trip is complete! Thanks @delta for all the follow up and… https://t.co/xF9b63V5UW	positive
@holgermu @Delta slick!	neutral
@codyschibi @MovieCrypt @drafthouse HOPEFULLY ME! IF I MAKE IT...RIGHT, @DeltaAssist? @delta	neutral
.@Delta your new takeoff video is super creative and even entertaining! Great job!	positive
RT @Airbus: Fresh out of the paint shop! @Delta brand new #A330 242 tonne MTOW http://t.co/iysjRaWYyJ http://t.co/wYkwAS4lUO	positive
@DeltaAssist @Delta Thank you Alicia K. for making our trip happen! You were so helpful and understanding! #gettingthingsdone	positive
After my horrible experience, @Delta cares!!  Thanks, Nikkia for my $100 Gift Card +15,000 sky miles for my inconvenience! FLY DELTA!!!	positive
Hey @woodelijah @delta it looks like we are gonna be stuck on this plane for a while... I say we raid the airplane bottles!!! 😈 #anarchy	negative
@Delta Nicely done!  http://t.co/V5v7SA8yKQ	positive
RT @Don_R_Kebab: A heathrow ATC welcome to @AmericanAir #B787 Welcome to @HeathrowAirport http://t.co/CZ0aOsEV8h	neutral
RT @AmericanAir: To celebrate #WomensHistoryMonth, we’re giving away @redflowernyc products! Click through to see more. #AAredflower http:/…	neutral
RT @FoxNews: .@AmericanAir apologizes after refusing to refund deceased girl’s ticket. http://t.co/usjpRguc6s	positive
RT @MT111tmd123: Three @AmericanAir Boeing 777-200 in their original paint schemes. http://t.co/DeUttMG1Bo	neutral
@AmericanAir still delayed until 3pm and now been stuck on plane for over 2 hrs! People are getting off the plane	negative
@AmericanAir Four days and counting waiting to hear from customer service about 3 mechanical failures on 3 flights in 1 day.  Anytime, AA.	negative
@FoxNews @AmericanAir AA is the #1 airline I see the most complaints about and it's why I'd never fly with them.	negative
@AmericanAir thanks will do.	neutral
RT @ikendolo: I wanna thank @AmericanAir for always letting me carry my guitar on... You the real MVP	positive
@AmericanAir Also I have 2 separate complaints one for the outbound - loss of bag and then another for the inbound - rudeness/incompetance	negative
@wh1t3rabbit @americanair Cool beans!  I stand corrected! (mom worked for AA way back)	positive
RT @MGosselin12: @AmericanAir I tried to do that and was told @AmericanAir is not responsible for the damage	negative
@FoxNews @AmericanAir They only apologized to lessen the public relations nightmare their idiocy unleashed. So cold hearted and cruel.	negative
RT @BTUK: .@AmericanAir to fly retrofitted B767-300ER, featuring its new business seat, onto Manchester-New York JFK route http://t.co/acEu…	neutral
RT @MGosselin12: Thanks @AmericanAir for losing my luggage for 3 days and then returning it damaged after my Vegas trip was over! http://t.…	negative
I get sick on boats but with the latest and greatest ish show from @AmericanAir, I think I'm gonna go boat from now on. #fail #worstever	negative
@AmericanAir @MichaelBCline  amazing how there can be such a major breakdown in a rudimentary process. This is your hub!!	negative
@BenRogers @AmericanAir Have a safe flight!	positive
RT @TheMattEspinosa: Shout out to @AmericanAir for making me pay a extra 100$ then BREAKING my bag. #Youguysarethemvp #jk #urnot  #newbag h…	negative
@AmericanAir ...... email address as there is no way I can shorten it.. the service really was that bad.	negative
@anode505 Actually @AmericanAir got back to me in under 5 minutes.	positive
@AmericanAir what a surprise not enough characters available 4 my complaint just as i suspected.. Please provide me with an alternative	negative
@AmericanAir they are no help either..they told me to deal with MCO and I flew from TPA, typical nobody wants to help push u off to the next	negative
.@AmericanAir to fly retrofitted B767-300ER, feat. its new business seat, on Manchester-New York JFK route http://t.co/5HGXkuij0Y …via @BTUK	neutral
I wanna thank @AmericanAir for always letting me carry my guitar on... You the real MVP	positive
RT @iflymia: We're seeing double @AmericanAir. #PhotoOfTheWeek http://t.co/pA29TuqACT	neutral
@AmericanAir keeping figures crossed 4 delayed flight to ORD. Rebooked on late 4 ATL. Figures crossed for tht too.	neutral
@AlaskaAir &amp; @AmericanAir I've heard a lot of involvement about your relationship.... wanna help fuel those rumors? *eyebrow wiggle*	neutral
@AmericanAir where's my luggage?  I left Sdf this am and my bag is still there?  I'm in Leon Airport now.  Need help http://t.co/fblgRLBShn	negative
@AmericanAir poor service at PIA. Delayed ORD- Moved back up and we missed. Delayed to DFW. Back 2 ORD route-delayed again. No food vouchers	negative
@AmericanAir aa243. No worries	neutral
RT @doctorow: Family tries to cancel AA tix after their 9-year-old died, @AmericanAir no (until they were called out on network TV) http://…	negative
RT @AmericanAir: @HomerBouvier We plan flying there just as soon as we get permission from Princess Celestia and Princess Luna. Stay tuned.	neutral
@lindzzescott @AmericanAir @HeathrowAirport I love those new AA colours.	positive
@AmericanAir a representative in Vegas looked at the damage and said not responsible..here's my file locator TPUVZV check the notes	negative
@AmericanAir thanks for the quick response.  Can't wait to be back on board my favorite carrier.  You all are amazing!!	positive
Making travel plans for #VentureScape? VCs registered to attend can receive a discount code from @AmericanAir http://t.co/bhKvIHlB5I	neutral
“@FoxNews: .@AmericanAir apologizes after refusing to refund deceased girl’s ticket. http://t.co/qfMZgSpaP3 because it gained media attn.	negative
@AmericanAir can't login to your app, is there a problem?	negative
N800AN, @AmericanAir's 1st 787 is on its way back to DFW after picking up some tea and a biscuit. http://t.co/F77pS1x2mG	neutral
@FoxNews @AmericanAir  power of social media &amp; common courtesy prevail	neutral
@AmericanAir confused.precheck on outbound.but not on return. And no priority access at ATL. GRRRRR	negative
@AmericanAir Thanks you guys I thought so too.	positive
Will the @USAirways and @AmericanAir system for merging AAdvantage and Dividend Miles accounts ever work? #travel	negative
@AmericanAir I was controlling the aircraft. Missed the chance 😔	negative
Waiting to fly home from DFW on AA. Flight is about to be delayed because they forgot to clean the cabin. Their words not mine @AmericanAir	negative
@DaniVanHerwynen safe travels! you will have a wonderful flight with  @AmericanAir	positive
Hey @AmericanAir instead of new ones how about cleaning the ones ya got? http://t.co/gYPanOT3wn	negative
@FoxNews @AmericanAir Oh and btw even if you came out now and offered a refund I will still never book a flight on your airline, disgusting!	negative
@AmericanAir I tried to do that and was told @AmericanAir is not responsible for the damage	negative
@FoxNews @AmericanAir How un-American of "AmericanAir wont be giving you guys any business	neutral
@AmericanAir Thank you!	positive
@AmericanAir please see http://t.co/0ybhLH7Bid  It states complimentary access to preferred seats.	neutral
Hey, @AmericanAir, any insight as to why my flight, AA2361, from DCA to ORD keeps getting pushed late? Weather is clear here and in Chicago.	negative
@AmericanAir I am following both	neutral
@AmericanAir I am on 4601 to IND. I could probably pick any UsAir flight and the chances are good it would be delayed.	negative
@AmericanAir @tomspano I want to here music too! 👂	neutral
@wh1t3rabbit @americanair   We will get back you in 4- 5 days.	neutral
@AmericanAir Thank you! You get a gold star for resolving issues =D	positive
@MGosselin12: Thanks @AmericanAir for losing my luggage for 3 days and then returning it damaged after my ... http://t.co/JH8ePjNdNx	negative
@AmericanAir exactly, making me PAY EXTRA for a seat beside my wife when I paid $1000 to start with. TOTAL RIPOFF.	negative
Thank you @AmericanAir! Not sure yet - probably within the next month! I will of course tweet to you when I do!	neutral
@FoxNews @AmericanAir How greedy can a company be?	negative
@FoxNews @AmericanAir Clinton Explains Email; but Can She Contain Controversy?http://t.co/LekiefjY0I	neutral
@AmericanAir thanks but in first class so I'll live. !! But sometimes!!!! LOL!	positive
RT @FoxNews: .@AmericanAir apologizes after refusing to refund deceased girl’s ticket. http://t.co/Vu3uUIwoa3	negative
RT @JoyceMSullivan: Got my @Gogo @united #skyhigh #EllaFitzgerald songbook underway. So loving this set v @NYStandard @arshimbo http://t.co…	positive
Group 4: A sign you have zip status with an #airline. Hope there is room left in the overhead for me, @united http://t.co/xqYMJAJ36j	neutral
@JLivens @eastdakota @united wow I forgot the Mazda zoom zoom saying.	neutral
Never once been able to use frequent-flier miles w/ all the restrictions they have. Have like 30,000 @united miles expiring. What a joke.	negative
Thanks @AmericanAir http://t.co/IKuaUalNGi	positive
@AmericanAir I would appreciate that.	neutral
@AmericanAir GREAT gate agents atC-8 at DFW working 1228 to SAN. They helped me a lot. Pls say thank you for me.	positive
@americanair Me too. Customer service just hung up on me.	negative
@FoxNews: .@AmericanAir apologizes after refusing to refund deceased girl’s ticket. http://t.co/1xAodb23OK	negative
Great view of the Lincoln Memorial and Jefferson Memorial today@AmericanAir http://t.co/IvJe44xo15	positive
RT @eloise_mumford: Until we can ALL breathe easy. Thank you @AmericanAir #CelebritySki for having me this weekend! #EndCysticFibrosis http…	positive
@americanair I'm sure they will. It's needing to do all this back and forth and error correction that's the problem, right?	neutral
RT @AmericanAir: We're proud to join our community in support of #MarriageEquality; it’s simply the right thing to do for our employees, cu…	positive
@americanair I'm trying to call someone, and waiting for a sales representative. This is not convenient. 😄
 	positive
@AmericanAir when I bought the tickets your reps LIED TO ME saying there would be seats together 24 hours in advance.	negative
@americanair Yes, just did and now I'm stuck with an error there. I found a flight, but the price of itinerary has changed" and no farther	negative
RT @GloriaEstefan: @omarcruz @EmilioEstefanJr @AmericanAir You did a MAGNIFICENT JOB, Omar! Thank you!	positive
Headed 2 CHI 4 @gillgalli bday &amp; party w/ @WhitLoeb @mychhu AND @RealFlyntFloss. We are flying @AmericanAir so we will make it by Tuesday.	neutral
Had to pay 8 bucks. But watching the cats from 20k feet in route to Nashville @AmericanAir @espn #BBN http://t.co/4ftdkXTJbP	positive
Thanks to you Gloria! :) RT @GloriaEstefan: @omarcruz @EmilioEstefanJr @AmericanAir You did a MAGNIFICENT JOB, Omar! Thank you!	positive
@AmericanAir and @USAirways "merger" is a mess.  Can't even transfer passengers between flights, failed code sharing, disaster.	negative
@AmericanAir Someone please tell me what is a "weight load" issue and why AA 1767 is camped on the runway at RSW with no engines on.	negative
@AmericanAir the president @BarackObama has just landed at #Phoenix airport on @AirForce1 ... Just watched his plane taxi from my seat ✈️	neutral
@AmericanAir Confirmation in email when I landed. Will say you handled this cranky, spoiled flyer well. Kudos.	positive
Heyyyyy @AmericanAir it's me again... You're delayed again... Nothing new here (337 nyc to chi)	negative
@AmericanAir will do, thank you for your prompt response. Looking forward to finally getting to Austin!	positive
@AmericanAir this happend to 5 of us and the hold time on the phone and at the airport is an indication we were nit alone	neutral
@AmericanAir no your staff at LAX, Phoenix, and San Fran are so incompetent!!!! They tell a passenger incorrect info and they miss a fight	negative
@AmericanAir it's 7 days now, why is it taking so long to reply? Too few specialists? Or too many complaints?	negative
@AmericanAir now delayed for the sixth time. Will we ever get on this airplane?	negative
@AmericanAir 1003 trying to get to Wichita	neutral
A real human from @AmericanAir corporate called me back. Took some digging on email addy's to send to. "Sorry" from a person goes a long way	neutral
.@vballagh #shitstorm @AmericanAir get this lady to #austin	neutral
@AmericanAir Friendly service onboard 3239 LCH to DFW today.	positive
@AmericanAir thanks so much for your quick response!	positive
RT @gz_: Shameful! @AmericanAir -- American Airlines Refused To Refund Ticket After Fourth-Grader’s Death http://t.co/DB4j6KAqcT	negative
@AmericanAir Valerie in lubbock, tx was surprisingly rude at check in.  # unsatisfied	negative
@AmericanAir oh absolutely! Collecting all 9 kits is 2015 mission objective on par w/EXP re-qual :) And since I'll requal by end of May...	neutral
I actually look forward to outbound flight delays around lunchtime, @AmericanAir. Seriously. @RealFoodDaily @flyLAXairport	negative
RT @AmericanAir: @ThePrototypesUK We're happy to keep you #powered and #connected! Thanks for flying with us.	positive
America West, @USAirways, @AmericanAir who can keep track? It's good to see "Cactus" livery remembered. http://t.co/7Ye3bTYrmR	positive
@united 4 hour layover in Houston now my flight to Tulsa is delayed #ridiculous	negative
.@united: you have an amazing flight attendant in Belinda. With a sick baby on flight from ORD-EWR, she sprung into action MacGuyver style!	positive
@united has had the rudest interactions with the last three employees, all I need is support in this situation and not feeling dumb 4 asking	negative
I am @united 84 to TLV --second time in two weeks. See you on the other side.	neutral
RT @huntmayo: Looking good! @united #b737 @fly2ohare #boeinglovers #planespotting #airplane #airport #avgeek… https://t.co/PhsIrjSUgz	positive
@united you know what？we really doubt that today s flight is unsafe！！！	negative
Appetizer with a very nice Shiraz aboard Boeing 787-9 Dreamliner @united http://t.co/NLoo5oTgGK	positive
@ariashe @RhodaWheeler @em4est @WTOP not much to say. Staff was patient courteous helpful @united. Oddly two kiosks/stations were open	positive
@ericjackson0 @Dulles_Airport @united power just came back on about 15 min ago	neutral
@united File reference ord27139m, tag numbers, 3016970995, 3016970985We had received some texts however once in the Bahamas no phone servi	neutral
@united When we can all see SEVERAL OPEN GATES ASSHOLES!	negative
Customer Care (?) email fm @united epic catch 22. Call agent-says email. Wait 7 days.  Email response says-too late, you had to CALL. LOL	negative
On @fly2ohare &gt; @flySFO #681 on 12 Mar @united gave us free cans of 312 ale. So-so, but free. 312 is @Chicago AC. Tnx http://t.co/t7mmuPc8qQ	positive
@united And when we take the alternative flight the next day..once we land we are sitting on the tarmac waiting for a freaking gate?!	negative
@united Then..after all that you cancelled the flight. So he are all us passengers delayed by 24 hrs, can't  go to our orignal destination	negative
Thanks @united for shortening my vacation 2 days &amp; having horrible customer service. EVERYONE should avoid them at all costs...	negative
I've never had a @united flight attendant as rude, ignorant, &amp; disrespectful as this one just was.	negative
.@united Who can I contact about in board wifi pricing? Paid $1.99 per hour for 2 hours Ewr to Miami but $8.99 for return leg w no streaming	negative
@united has to be the worst airline in the world. 6 hours of delays because of mechanical issues on TWO DIFFERENT AIRCRAFT! !	negative
@AirwaysNews @RWMann @united @Lufthansa_DE Mass executive firings?	negative
RT @Honeywell_Aero: Did you know: AltAir is using @HoneywellNow UOP’s process technology for @United’s biofuels?  http://t.co/tRJYRWcphV --…	neutral
Glad I booked a all inclusive spring break this year in punta Cana but get to spend it at the airport instead THANKS @united	negative
shame on @USAirways &amp; @United for leaving a #disablied stranded and not escalating his complaint http://t.co/PROtVh9IcE via @chronicleherald	negative
@united So if you are telling me today that I had to call, please publish/DM a phone number for "Customer Care"  No care in this situation.	negative
@SPARKLYSOULINC @nyrr @united the ADDY of the building was what i needed.	neutral
RT @thenitai: Hey @Dulles_Airport @united any update on the #poweroutage #Washington? Twitter is the perfect medium for that :-) Just saying	neutral
@united i really doubt about the time you said. it is already 3:00pm.	negative
@united We have no idea what's going on. People are gathering in groups and speculating when we'll take off #struggleplane	negative
@CameronConaway @united I've been following and this is ridiculous!! It's 8 days too long!!!	negative
@DigiTour @HayesGrier @United😍26Tour	positive
@united People have been walking back and forth deciding whether to switch flights or not. It's absolute anarchy.	negative
@united REALLY, THIS? "we do not change or modify reservations via an email request.  You would of had to have called" Agent say MUST email!	negative
dear @united couldn't you just call it "TV shows" instead of "short programs"?	neutral
@united I am flying UA5495 out of LaGuardia &amp; just wanted 2 let u know all of ur staff has been amazing! 1st 4 me flying UA, but ill be back	positive
@united Apologies are great. Unfortunately if we screw up on your airline you make us pay out the a$$ for our mistakes. I want something.	negative
Want to know how flying #United could be? Fly #Swiss and you will see the other side, the bright side of #StarAlliance! @United	positive
@united They couldn't fix the entertainment system. The power to the seats got cut off. That's when people started leaving #struggleplane	negative
Thanks @united for reminding me why I should only keep booking southwest. #unitedfail.	negative
@united Response- "we do not change or modify reservations via an email request. You would of had to have called"  LOL Agent says must EMAIL	negative
On hold for an hour waiting to speak with @British_Airways customer service, would never happen with @united.	positive
@airfarewatchdog @united you guys are great. Useful accurate info. Helpful	positive
@united Response fm @united "You would of had to have called at the time.."  Reservation agent+twitter say MUST EMAIL. #flythefriendlyskies	negative
BAG UPDATE! It's on a later flight and hopefully will get it tonight. #mylittlebaggy @united's been on the updates. 👏👏	positive
2 hour delay thanks @united #ua89, this is ridiculous	negative
30 minutes after landing this is NOT the sight I want to see! Cmon @united pick up the pace! #iwantmysnowboard #slc http://t.co/fz4EfifcBB	negative
@united @Jeffrey88184123 WHERE'S MY LUGGAGE? WHERE'S MY REFUND FOR BAGGAGE YOU DIDNT CARRY, AND MY SEAT UPGRADE I DIDNT GET ON USAIRWAYS?	negative
